AUD,BHD,BWP,BRL,BND,BGN,CAD,CLP,CNY,COP,HRK,CZK,DKK,Euro,HKD,HUF,ISK,INR,IDR,IRR,ILS,JPY,KZT,KRW,KWD,LYD,MYR,MUR,MXN,NPR,NZD,NOK,OMR,PKR,PHP,PLN,QAR,RON,RUB,SAR,SGD,ZAR,LKR,SEK,CHF,TWD,THB,TTD,TRY,AED,GBP,VES,date
1.224268,0.377086,9.500474,2.657424,1.325653,1.615636,1.161818,605.537737,6.20249,2383.808414,6.329099,22.89355,6.155431,0.82658,7.755101,261.605705,127.524832,63.164357,12467.2,27027.02703,3.89651,119.308508,182.49867,1094.139466,0.292827,1.314016,3.504597,31.749908,14.741443,100.994799,1.282652,7.459341,0.385,100.525054,44.715691,3.54163,3.640793,3.705447,60.543666,3.752342,1.325653,11.564176,131.209585,7.806565,0.994315,31.666791,33.023505,6.374543,2.334666,3.672944,0.641922,6.349609,01-01-2015
1.232087,0.377012,9.507945,2.694672,1.330548,1.628561,1.173541,613.778651,6.208026,2377.651088,6.387287,23.04509,6.197581,0.83265,7.756583,264.566968,128.219759,63.194985,12503.91892,27173.91303,3.929301,120.20829,182.505065,1105.168178,0.292828,1.314016,3.52486,31.713999,14.810889,101.279976,1.297379,7.568255,0.385012,100.79497,44.809508,3.583032,3.640729,3.751663,59.07099,3.75445,1.330548,11.706408,131.304738,7.895622,1.00081,31.773257,32.948609,6.378566,2.342201,3.673005,0.651057,6.349605,02-01-2015
1.235559,0.377,9.507963,2.6943,1.331085,1.629335,1.17845,613.130005,6.2062,2394,6.389499,23.06345,6.2022,0.833295,7.756535,264.928,128.4,63.245,12515.55,27174,3.93367,120.41,182.75,1107.15,0.2934,1.32,3.5165,31.75,14.83695,101.279976,1.298196,7.593465,0.385,100.849998,44.799999,3.58615,3.6395,3.7272,58.509998,3.754,1.331085,11.705875,131.284766,7.932065,1.0017,31.711,32.955,6.3638,2.3498,3.6729,0.652422,6.30025,03-01-2015
1.235559,0.377,9.507963,2.6943,1.331085,1.629335,1.17845,613.130005,6.2062,2372.5,6.389499,23.06345,6.2022,0.833295,7.756535,264.928,128.4,63.287998,12515.55,27174,3.93367,120.41,182.75,1107.15,0.2934,1.32,3.5165,31.75,14.83695,101.279976,1.298196,7.593465,0.385,100.849998,44.799999,3.58615,3.6395,3.7272,58.509998,3.754,1.331085,11.705875,131.284766,7.932065,1.0017,31.711,32.955,6.3638,2.3498,3.673,0.652422,6.30025,04-01-2015
1.235751,0.377015,9.62112,2.725841,1.335538,1.641058,1.179185,617.185291,6.220298,2432.493354,6.43565,23.233591,6.242817,0.839042,7.75616,266.728368,129.274126,63.435169,12624.92639,27233,3.952974,119.660684,183,1109.255997,0.2928,1.33,3.5535,31.775,14.972264,101.352036,1.298503,7.611676,0.3848,100.800003,45.055,3.603608,3.64115,3.772778,60.154198,3.75385,1.335538,11.715917,131.311142,7.926425,1.00793,32.0255,32.961334,6.3242,2.330314,3.67295,0.656445,6.30025,05-01-2015
1.232338,0.37701,9.625717,2.69977,1.332192,1.638875,1.180663,616.812075,6.213243,2455.163465,6.429915,23.185695,6.235303,0.837911,7.753391,268.101923,129.57,63.34248,12629.41436,27233,3.946525,118.290106,183.001,1099.550324,0.2938,1.33,3.5723,31.83,14.881329,101.791945,1.281369,7.701941,0.384804,100.754,44.92544,3.618757,3.6408,3.768877,62.653754,3.753004,1.332192,11.701877,131.509732,7.886843,1.00637,32.0055,32.85951,6.333,2.32335,3.673,0.65912,6.3015,06-01-2015
1.2423,0.37699,9.618797,2.700744,1.341054,1.654206,1.184781,615.318176,6.21226,2436.940289,6.49053,23.556171,6.293339,0.845782,7.755103,269.443149,130.579938,63.309244,12707.75655,27265.31202,3.978199,119.521904,183.046963,1102.255876,0.294019,1.324023,3.573299,32.1894,14.786884,101.208019,1.29397,7.718623,0.384945,100.751334,45.070396,3.641465,3.640996,3.80352,63.023157,3.75383,1.341054,11.712013,131.444735,7.9737,1.015771,32.011113,32.88347,6.350017,2.325879,3.67316,0.663278,6.322389,07-01-2015
1.230386,0.377,9.606023,2.662299,1.336166,1.656251,1.181321,612.445785,6.21509,2407.207593,6.498236,23.609718,6.299924,0.846833,7.755357,267.740757,130.485894,62.477788,12663.61639,27292.63336,3.956647,119.545481,183.243033,1096.885196,0.294224,1.324062,3.557708,32.199921,14.605189,102.510002,1.27792,7.612725,0.384952,100.723921,44.871752,3.626452,3.64075,3.799915,60.05244,3.754798,1.336166,11.555495,131.525576,8.017273,1.017026,32.000518,32.869527,6.344734,2.299023,3.673001,0.661641,6.347642,08-01-2015
1.220321,0.377069,9.572234,2.639679,1.333912,1.652586,1.185789,614.797224,6.208965,2420.101861,6.485957,23.778358,6.286408,0.845,7.753089,267.820533,129.924793,62.173334,12569.4,27292.57642,3.944098,118.590501,183.049967,1087.124193,0.293659,1.329271,3.560649,32.099915,14.577686,99.815939,1.276608,7.671069,0.38495,100.739935,44.848183,3.607681,3.640931,3.790749,61.853504,3.754918,1.333912,11.488428,131.504717,8.052249,1.014824,31.901,32.853444,6.358371,2.291998,3.673,0.660048,6.349609,09-01-2015
1.219289,0.377,9.572234,2.6296,1.33322,1.65147,1.1867,614.7,6.20495,2417,6.483099,23.7616,6.283075,0.84445,7.753255,267.4785,130.4,62.110016,12588.05,27294,3.93898,118.45,183.350006,1085.8,0.2932,1.325,3.5615,31.975,14.600735,99.815939,1.276406,7.6704,0.3849,100.7,44.950001,3.60352,3.6405,3.788,61.9875,3.75515,1.33322,11.49049,131.504716,8.0575,1.0143,31.917,32.835,6.3248,2.2931,3.6728,0.659631,6.3015,10-01-2015
1.219289,0.377,9.572234,2.6296,1.33322,1.65147,1.1867,613.98999,6.20495,2416.300049,6.483099,23.7616,6.283075,0.84445,7.753255,267.4785,130.4,62.110001,12588.05,27294,3.93898,118.45,183.350006,1085.8,0.2938,1.325,3.5615,31.975,14.600735,99.815939,1.276406,7.6704,0.3849,100.7,44.950001,3.60352,3.640688,3.788,61.9875,3.75515,1.33322,11.49049,131.504716,8.0575,1.0143,31.917,32.835,6.3248,2.2932,3.672,0.659631,6.3015,11-01-2015
1.224959,0.377019,9.541919,2.667707,1.334357,1.653124,1.193107,615.472943,6.201663,2415.968751,6.490387,23.985925,6.288191,0.845279,7.752899,269.211128,130.251003,62.087134,12579.834,27292.55496,3.941005,118.296792,183.233364,1084.155807,0.294198,1.324062,3.573382,32.149324,14.640287,99.576037,1.286375,7.71848,0.384952,100.631516,44.880213,3.616406,3.640605,3.792156,63.048031,3.753474,1.334357,11.524605,131.544677,8.07196,1.015109,31.882495,32.868546,6.363239,2.283364,3.673,0.659324,6.347622,12-01-2015
1.22523,0.377089,9.535518,2.637794,1.334598,1.660443,1.194435,619.514231,6.197953,2435.481923,6.524478,23.896108,6.315133,0.848963,7.753111,270.239454,130.549837,61.997256,12575.5507,27314.94107,3.936961,118.191666,183.738935,1080.886952,0.294,1.329271,3.576298,32.149919,14.579475,99.41603,1.293645,7.744382,0.38495,100.524942,44.62693,3.634582,3.640347,3.81306,65.786843,3.75305,1.334598,11.512649,131.544677,8.071525,1.019486,31.846419,32.840335,6.364122,2.283424,3.67305,0.659339,6.349606,13-01-2015
1.225275,0.377067,9.541108,2.616628,1.333454,1.656761,1.195501,625.992245,6.199248,2433.684979,6.508688,23.773189,6.301567,0.84709,7.754514,270.92852,130.407693,62.134902,12578.13858,27344.94575,3.895293,116.776209,183.753961,1081.448022,0.294015,1.324062,3.590426,32.245928,14.575633,99.480018,1.291333,7.639051,0.384992,100.671529,44.751409,3.607976,3.640785,3.809926,66.018739,3.752744,1.333454,11.443845,131.544877,8.057493,1.017257,31.780167,32.74263,6.372701,2.279938,3.672994,0.656511,6.342493,14-01-2015
1.217429,0.377069,9.541303,2.630665,1.32933,1.68572,1.192816,625.87103,6.186132,2411.33457,6.625432,24.13266,6.407009,0.861901,7.753905,277.699983,132.079761,61.862604,12514,27344.81816,3.92785,116.983691,183.955071,1078.887178,0.294209,1.329271,3.563565,32.199918,14.59506,99.191982,1.284034,7.647064,0.385,100.724917,44.589628,3.720198,3.640697,3.881031,64.733384,3.753175,1.32933,11.511854,131.559732,8.138448,0.893927,31.646818,32.740048,6.378017,2.304999,3.673,0.65973,6.349606,15-01-2015
1.219887,0.377015,9.568707,2.622066,1.326682,1.697471,1.198387,627.816654,6.204467,2378.439435,6.677246,24.224483,6.44928,0.867901,7.753988,277.557664,132.049809,61.602016,12614.01629,27347.00794,3.943613,117.449002,184.100014,1077.45853,0.293765,1.33,3.55581,32.400079,14.613913,99.207924,1.285138,7.601178,0.3848,100.450029,44.590007,3.744919,3.6407,3.907591,65.017115,3.754956,1.326682,11.575324,131.36289,8.13934,0.849185,31.477019,32.577341,6.366008,2.33701,3.673,0.660726,6.299976,16-01-2015
1.216027,0.377,9.803922,2.621,1.3268,1.690845,1.19865,627.884951,6.20855,2368.649694,6.6448,24.1335,6.423695,0.864445,7.7516,275.2005,131.975,61.620002,12593.1,27347,3.941785,117.56,184.100006,1079.455,0.294,1.325,3.5587,32.35,14.545004,99.5,1.283697,7.55926,0.385,100.625,44.669998,3.72668,3.6409,3.893,65.075,3.7535,1.3268,11.554655,131.330002,8.090025,0.859875,31.572,32.58,6.366,2.3299,3.6728,0.659544,6.295,17-01-2015
1.216027,0.377,9.803922,2.621,1.3268,1.690845,1.19865,627.700012,6.20855,2368,6.6448,24.1335,6.423695,0.864387,7.7516,275.2005,131.975,61.610385,12593.1,27347,3.941785,117.56,184.100006,1079.455,0.294,1.325,3.5587,32.35,14.55678,99.5,1.283697,7.55926,0.385,100.625,44.669998,3.72668,3.6395,3.893,65.075,3.7535,1.3268,11.554655,131.330002,8.090025,0.859875,31.572,32.58,6.366,2.3252,3.6729,0.659544,6.295,18-01-2015
1.217972,0.377029,9.620221,2.63328,1.333494,1.682577,1.196843,628.347523,6.222405,2365.199917,6.619453,24.033,6.395601,0.860299,7.753091,275.307982,131.516735,61.64454,12660.6659,27353.95198,3.912667,117.487651,183.913625,1079.063204,0.294073,1.325,3.564018,32.503767,14.650174,98.792081,1.286358,7.62643,0.384988,100.76033,44.567035,3.727252,3.641109,3.875116,64.867086,3.755458,1.333494,11.63749,131.884628,8.117915,0.87492,31.500005,32.598435,6.339192,2.334627,3.673138,0.661017,6.342176,19-01-2015
1.223249,0.376979,9.618117,2.613899,1.338031,1.692149,1.208669,628.693602,6.215701,2376.235592,6.662483,24.167232,6.430799,0.865241,7.752124,274.845511,131.97835,61.713664,12573.19965,27383.04332,3.929594,118.466689,183.799879,1087.911633,0.29395,1.325,3.613598,32.399693,14.647706,98.743977,1.300253,7.665101,0.385,100.704935,44.552373,3.74693,3.641625,3.905553,65.396491,3.755421,1.338031,11.615466,131.839821,8.184217,0.874851,31.652593,32.717335,6.33714,2.351928,3.67305,0.659584,6.349606,20-01-2015
1.234087,0.37699,9.595307,2.599868,1.33464,1.68814,1.236246,627.408034,6.21184,2374.03759,6.651915,24.127311,6.417539,0.863159,7.750616,271.887176,132.075472,61.551585,12466.13114,27419.80521,3.938996,117.865466,184.283522,1083.344583,0.29402,1.339305,3.609586,32.447698,14.726578,98.58394,1.319464,7.616617,0.38504,100.733564,44.336463,3.712477,3.640083,3.885555,65.315699,3.75677,1.33464,11.528074,131.750068,8.182054,0.859734,31.471119,32.568497,6.331816,2.343579,3.673128,0.661341,6.347622,21-01-2015
1.234972,0.37699,9.541616,2.564158,1.335931,1.713902,1.236994,625.064439,6.211673,2373.761272,6.74709,24.386238,6.522202,0.876355,7.752125,274.230779,133.47981,61.352777,12418.23042,27419.76521,3.948736,117.894575,184.102573,1082.39029,0.295026,1.305909,3.587855,32.3497,14.607526,98.679958,1.324218,7.654221,0.384952,100.714377,44.131962,3.729853,3.641829,3.938271,64.45493,3.757076,1.335931,11.373236,131.960522,8.197494,0.869795,31.376769,32.532091,6.345405,2.319372,3.673048,0.664572,6.347672,22-01-2015
1.260386,0.376939,9.619096,2.577423,1.344,1.734449,1.240021,625.69347,6.230466,2384.907107,6.834058,24.562284,6.601072,0.886775,7.751607,275.291399,134.644773,61.444612,12469.04831,27763.45855,4.013162,117.790107,184.444674,1075.449181,0.29425,1.291201,3.595209,32.74969,14.641763,98.455916,1.337846,7.758313,0.38505,100.884963,43.940361,3.735485,3.641796,3.975462,63.742571,3.760643,1.344,11.405875,131.879668,8.274849,0.875353,31.252511,32.601161,6.330481,2.346641,3.673,0.665683,6.349606,23-01-2015
1.263264,0.37701,9.619096,2.57975,1.344775,1.747255,1.24235,625.5,6.2339,2385.5,6.8745,24.73065,6.64379,0.89231,7.752285,276.434,134.875,61.396,12474.4,27418,4.00707,117.78,184.399994,1076.95,0.2944,1.3225,3.6005,32.8,14.65938,98.455916,1.339226,7.7644,0.3848,100.675,44.169998,3.7508,3.64695,3.99885,64.143682,3.76025,1.344775,11.403245,131.854801,8.339055,0.88167,31.3075,32.585,6.2935,2.3485,3.6731,0.666978,6.301,24-01-2015
1.263264,0.377,9.619096,2.57975,1.344775,1.747255,1.24235,625,6.2339,2384,6.8745,24.73705,6.64379,0.892347,7.752285,276.434,134.875,61.396,12474.4,27418,4.00707,117.77,184.399994,1076.95,0.2953,1.3225,3.6005,32.8,14.65938,98.455916,1.339226,7.7644,0.385,100.675,44.169998,3.7508,3.6395,3.99885,64.143682,3.76025,1.344775,11.403245,131.854801,8.339765,0.88167,31.3075,32.585,6.2935,2.3502,3.673,0.666978,6.301,25-01-2015
1.261092,0.377022,9.593109,2.583459,1.342067,1.732983,1.24135,623.653909,6.25342,2386.391267,6.821752,24.593066,6.602394,0.886056,7.752554,275.766676,134.287816,61.462568,12491.47482,27496.26081,3.989982,118.387555,184.449112,1080.649802,0.295208,1.3571,3.601653,32.898533,14.567953,98.455916,1.347076,7.777584,0.385001,100.971218,44.056711,3.73158,3.640239,3.964235,66.260545,3.757786,1.342067,11.441614,131.980348,8.271193,0.89908,31.314149,32.552724,6.356401,2.347082,3.673002,0.663018,6.347471,26-01-2015
1.259561,0.377039,9.622808,2.573151,1.338896,1.720419,1.240801,622.468111,6.242012,2382.834364,6.76328,24.535272,6.546736,0.879658,7.752068,273.808438,132.809709,61.392882,12465.00078,27495.1885,3.942565,117.651266,184.664702,1076.136833,0.294609,1.358227,3.600916,32.79932,14.580773,98.265546,1.34043,7.72353,0.38505,100.924976,44.035094,3.72588,3.641196,3.926716,66.83416,3.75885,1.338896,11.543449,132.079808,8.172473,0.905121,31.057505,32.509264,6.362859,2.358674,3.6732,0.658162,6.349604,27-01-2015
1.254619,0.377038,9.601684,2.583417,1.351166,1.724405,1.245126,623.707087,6.247896,2366.001065,6.782635,24.450764,6.562972,0.881649,7.752385,275.725929,133.237112,61.321478,12490.22922,27495.18081,3.932649,117.735256,184.63364,1085.520832,0.2952,1.358358,3.615475,32.549925,14.690227,98.139953,1.34238,7.781462,0.385048,100.884364,44.049037,3.745264,3.641407,3.924885,67.921269,3.759146,1.351166,11.52798,132.20291,8.233977,0.905543,31.19509,32.551298,6.340576,2.380698,3.673096,0.659359,6.347712,28-01-2015
1.288463,0.377052,9.656827,2.610499,1.353632,1.729477,1.264137,628.09336,6.246749,2392.74332,6.806656,24.553082,6.581042,0.884221,7.751882,274.598321,133.119809,61.951149,12595.31116,27678.57869,3.933979,118.313372,184.631023,1098.233021,0.295343,1.355171,3.631555,32.842017,14.886507,98.903946,1.377227,7.826685,0.38507,101.134953,44.04262,3.724462,3.641718,3.930382,69.154308,3.759265,1.353632,11.558892,132.187686,8.266467,0.923108,31.586779,32.778555,6.337377,2.412248,3.673085,0.664482,6.324834,29-01-2015
1.288505,0.377117,9.620426,2.684704,1.353798,1.732258,1.271522,634.354052,6.250965,2417.054019,6.818266,24.575173,6.591439,0.88571,7.75322,275.487609,133.592415,62.14983,12758.77151,27751.01244,3.93144,117.461003,184.438089,1104.915215,0.295344,1.355226,3.637547,32.703089,15.015947,99.095948,1.379968,7.752915,0.385056,101.082209,44.191669,3.710132,3.641556,3.92946,70.24085,3.760859,1.353798,11.66079,132.097779,8.275236,0.920857,31.752816,32.785628,6.332766,2.442894,3.67303,0.66548,6.342177,30-01-2015
1.287001,0.377,9.832842,2.68235,1.354275,1.730325,1.2732,634.05,6.25045,2438.5,6.8145,24.59505,6.591755,0.886095,7.7525,275.312,133.225,62.139983,12758.2,27530,3.93245,117.485,184.399994,1102.59,0.2951,1.355,3.63155,32.65,14.975945,100,1.379215,7.726745,0.385,101.1,44.2,3.70775,3.6415,3.92565,69.204152,3.75925,1.354275,11.653555,132.259995,8.284675,0.920895,31.665,32.7425,6.3003,2.4464,3.673,0.663856,6.30125,31-01-2015
1.287001,0.377025,9.832842,2.68235,1.354275,1.730325,1.2732,632.830017,6.25045,2439,6.8145,24.5706,6.591755,0.886189,7.75225,275.312,133.225,62.130001,12758.2,27530,3.93245,117.465,184.399994,1102.59,0.295099,1.355,3.6295,32.65,14.975945,100,1.379215,7.726745,0.385075,101.1,44.110001,3.7068,3.6411,3.92565,69.204152,3.75925,1.354275,11.653555,132.259995,8.283675,0.920895,31.665,32.7425,6.3003,2.4402,3.672849,0.663856,6.30125,01-02-2015
1.279117,0.377014,9.620425,2.710093,1.351717,1.725216,1.258911,629.658863,6.256194,2403.616441,6.797489,24.494578,6.565303,0.882091,7.753101,274.58519,132.84976,61.69747,12660.73979,27527,3.934018,117.379799,184.625,1099.977117,0.295125,1.36016,3.62514,32.714,14.884429,98.98393,1.369537,7.629529,0.3849,101.300003,44.091428,3.69244,3.6417,3.888931,68.4574,3.755054,1.351717,11.52106,132.312586,8.294163,0.926924,31.582391,32.57884,6.3375,2.429674,3.673102,0.665487,6.299508,02-02-2015
1.293109,0.377038,9.556119,2.703459,1.34695,1.707332,1.246125,627.914819,6.260067,2372.626307,6.728827,24.248639,6.498229,0.872907,7.753976,269.696065,131.542973,61.645596,12599.59987,27766.66827,3.891576,117.487892,184.602519,1096.968624,0.294121,1.354082,3.586849,32.67012,14.756037,98.737932,1.37169,7.548846,0.384992,101.171947,44.154399,3.64328,3.641837,3.846033,66.271462,3.75325,1.34695,11.409634,132.117682,8.231738,0.923554,31.51528,32.628559,6.334402,2.399936,3.672998,0.661082,6.347712,03-02-2015
1.288644,0.377039,9.565996,2.737731,1.347564,1.712866,1.255098,626.855786,6.246499,2383.119684,6.753255,24.294315,6.518887,0.875735,7.752111,269.543969,131.648499,61.759407,12629.968,27502.75028,3.892701,117.577011,184.934838,1087.610645,0.294829,1.349281,3.579292,32.74018,14.790503,98.903946,1.356647,7.54983,0.385,101.174945,44.145204,3.645483,3.641396,3.857357,67.418956,3.7528,1.347564,11.441937,132.698931,8.253698,0.924036,31.464585,32.622333,6.340398,2.448195,3.67315,0.657462,6.349606,04-02-2015
1.282076,0.377091,9.530743,2.731044,1.345043,1.711133,1.242614,623.549893,6.252401,2379.213835,6.748333,24.259548,6.512226,0.874848,7.75186,268.286261,131.39503,61.690465,12626.49655,27526.94815,3.858425,117.405298,184.737817,1087.926477,0.294872,1.358316,3.554407,33.039728,14.749917,98.735982,1.353342,7.52693,0.384924,101.124075,44.106869,3.646072,3.64108,3.862047,66.60067,3.752923,1.345043,11.273204,132.203959,8.257343,0.924813,31.506908,32.604585,6.324882,2.438688,3.672925,0.653946,6.322866,05-02-2015
1.280886,0.377089,9.476538,2.769412,1.35148,1.725214,1.252159,627.052387,6.241063,2389.142609,6.804591,24.434546,6.564361,0.882066,7.75246,269.680426,131.994731,62.004354,12675.8098,27533.06178,3.889498,119.12922,185.095192,1098.163605,0.29495,1.357081,3.548498,32.9496,14.917902,98.763969,1.358328,7.591354,0.38495,101.174965,44.334352,3.667716,3.642008,3.897573,67.109701,3.753587,1.35148,11.500446,132.889516,8.386356,0.924095,31.595541,32.653698,6.350722,2.472276,3.6731,0.655811,6.349557,06-02-2015
1.281969,0.377075,9.476538,2.78235,1.35294,1.72659,1.2522,627.25,6.24565,2385,6.803299,24.46135,6.57558,0.883785,7.752685,270.166,131.825,62.049,12673,27535,3.894115,119.155,185.050003,1097.85,0.29455,1.3625,3.547,32.95,14.849585,98.763969,1.359102,7.62758,0.385025,101.15,44.18,3.67335,3.64,3.9078,66.7875,3.7538,1.35294,11.5076,132.889482,8.39694,0.92633,31.66,32.6375,6.328,2.4642,3.67305,0.655867,6.29525,07-02-2015
1.281969,0.377,9.476538,2.78235,1.35294,1.72659,1.2522,627.25,6.24565,2380,6.803299,24.4537,6.57558,0.883785,7.752685,270.166,131.825,62.049,12673,27535,3.894115,119.105,185.050003,1097.85,0.2953,1.3565,3.547,32.799999,14.849585,98.763969,1.359102,7.62758,0.385,101.099998,44.18,3.67335,3.6395,3.9078,66.925003,3.7538,1.35294,11.5076,132.889482,8.39694,0.92633,31.66,32.549999,6.328,2.46,3.6725,0.655867,6.2842,08-02-2015
1.279925,0.377015,9.601918,2.785095,1.354169,1.728419,1.245112,624.472172,6.248274,2362.50181,6.818631,24.484698,6.577743,0.883734,7.753319,271.983583,132.4,62.123098,12684.04999,27564,3.880258,118.719434,185.204999,1097.445455,0.295446,1.365,3.5603,33,14.810426,99.447964,1.348507,7.618126,0.38482,101.15,44.445,3.697566,3.6416,3.912237,65.636863,3.751,1.354169,11.595813,132.727565,8.361566,0.92582,31.6034,32.602,6.3195,2.480838,3.673,0.657224,6.3,09-02-2015
1.284956,0.377067,9.650065,2.833738,1.35535,1.72781,1.252816,625.865208,6.238889,2382.150996,6.818914,24.437529,6.576234,0.883377,7.753944,272.900777,132.270646,62.341031,12704.90426,27556.17008,3.869024,119.314596,185.047833,1099.635872,0.295528,1.359315,3.58215,33.123146,14.959376,99.336038,1.348468,7.571719,0.384992,101.36395,44.395698,3.712111,3.641657,3.918685,66.348843,3.751699,1.35535,11.710961,132.762279,8.328704,0.926401,31.572798,32.646411,6.330157,2.498435,3.67307,0.655554,6.347612,10-02-2015
1.296452,0.377058,9.707089,2.869006,1.360936,1.730318,1.263492,630.133964,6.244315,2411.989149,6.831328,24.461986,6.584998,0.884742,7.754763,273.448683,132.294731,62.49501,12787.51999,27580.74019,3.881611,120.354854,185.230164,1107.695508,0.295679,1.362904,3.622759,33.282047,15.099199,99.61598,1.355025,7.654151,0.384952,101.43701,44.447025,3.731083,3.64159,3.934699,66.093902,3.751364,1.360936,11.867568,132.727571,8.388929,0.927972,31.618077,32.670708,6.331468,2.501093,3.67312,0.65659,6.319891,11-02-2015
1.286896,0.377022,9.681303,2.823938,1.355806,1.713749,1.245741,622.350936,6.242677,2391.83632,6.763382,24.232321,6.523282,0.876221,7.754191,268.08724,131.836071,62.067434,12748.93184,27594.74463,3.886358,118.666715,185.459741,1100.846611,0.29546,1.35444,3.600463,33.316006,14.882973,99.607943,1.33797,7.650938,0.384996,101.375947,44.269952,3.653714,3.641457,3.885789,65.509064,3.751774,1.355806,11.692017,132.643235,8.417822,0.927676,31.309706,32.612475,6.341166,2.466254,3.673005,0.64996,6.347131,12-02-2015
1.286916,0.377039,9.667716,2.826465,1.354059,1.714604,1.244968,617.983599,6.242433,2386.699459,6.762688,24.205737,6.525449,0.876696,7.755394,268.46428,131.449746,62.063838,12747.03706,27593.81887,3.884924,118.720653,185.479785,1098.008018,0.2954,1.344484,3.580598,33.346335,14.876165,99.456052,1.339363,7.57077,0.385,101.342338,44.247158,3.66837,3.641515,3.897523,63.280961,3.75185,1.354059,11.631847,132.879064,8.406362,0.931019,31.344773,32.583048,6.356106,2.464144,3.673155,0.649695,6.349604,13-02-2015
1.287498,0.37702,9.66772,2.83425,1.354885,1.715255,1.24515,618.65,6.23975,2382.5,6.7671,24.222,6.5326,0.87858,7.75565,268.3075,131.45,62.0945,12725.55,27590,3.89205,118.765,185.449997,1098.2,0.29545,1.35,3.5805,33.15,14.876735,99.455976,1.341382,7.5904,0.3848,101.35,44.25,3.6766,3.6416,3.8992,63.492063,3.75355,1.354885,11.65343,132.879064,8.42929,0.93279,31.327,32.605,6.3395,2.4709,3.673,0.649456,6.29975,14-02-2015
1.287498,0.37702,9.66772,2.83425,1.354885,1.715255,1.24515,618.400024,6.2403,2384.5,6.7671,24.222,6.5326,0.878641,7.75565,268.3075,131.45,62.060001,12725.55,27590,3.89205,118.765,185.449997,1098.2,0.29545,1.35,3.5805,33.15,14.876735,99.455976,1.341382,7.5904,0.3848,101.35,44.25,3.67705,3.6416,3.8992,63.492063,3.7533,1.354885,11.65343,132.879064,8.42929,0.93279,31.327,32.605,6.3395,2.458,3.673,0.649456,6.29975,15-02-2015
1.28736,0.3771,9.618356,2.834269,1.35698,1.720105,1.247421,621.900332,6.2513,2388.998707,6.784032,24.305772,6.547539,0.879488,7.75846,269.792143,131.564752,62.169876,12768.44325,27614.96768,3.871386,118.425413,185.124968,1101.230436,0.295871,1.36399,3.580498,33.549353,14.918158,99.543989,1.333547,7.565779,0.3849,101.399872,44.264967,3.673633,3.641699,3.908905,63.168224,3.751595,1.35698,11.663109,132.933823,8.40596,0.931234,31.430527,32.604971,6.354268,2.454178,3.67307,0.650813,6.287696,16-02-2015
1.279443,0.376995,9.61946,2.829482,1.356217,1.716415,1.240078,620.414536,6.257785,2415.145508,6.778899,24.192373,6.532724,0.877596,7.758798,270.135186,131.635739,62.150454,12781.48672,27592.46207,3.864636,118.992073,185.199467,1107.980667,0.29553,1.359909,3.591349,33.301405,14.886957,99.543989,1.329465,7.538167,0.38498,101.49348,44.201351,3.681023,3.641261,3.905061,62.887696,3.751365,1.356217,11.63248,133.076173,8.334434,0.934689,31.606206,32.598588,6.340709,2.452131,3.672998,0.651652,6.341902,17-02-2015
1.285565,0.377089,9.661451,2.844975,1.360438,1.724551,1.24555,621.996808,6.25727,2434.463467,6.81022,24.103644,6.564299,0.881756,7.758761,270.142196,131.939691,62.264451,12882.83682,27771.95336,3.863709,119.195513,185.236571,1113.261696,0.295675,1.349652,3.630463,33.349319,14.962947,99.735998,1.330091,7.530535,0.385,101.534903,44.214978,3.693174,3.64105,3.924865,61.422492,3.751575,1.360438,11.681176,132.783257,8.413723,0.944661,31.711979,32.605153,6.341128,2.457681,3.67305,0.648089,6.349606,18-02-2015
1.280586,0.377039,9.612247,2.854369,1.35773,1.716914,1.248772,618.041705,6.252773,2432.457462,6.781194,24.038512,6.535511,0.87782,7.757721,268.169672,131.666418,62.096094,12861.49568,27624.4586,3.844462,118.821135,185.233529,1111.58208,0.295643,1.349677,3.643466,33.32799,14.941221,99.735999,1.326311,7.576161,0.384992,101.685548,44.185247,3.658405,3.641448,3.902215,61.95327,3.751465,1.35773,11.626346,132.888599,8.399881,0.947299,31.759471,32.556496,6.340656,2.447523,3.672966,0.647369,6.347683,19-02-2015
1.277078,0.376939,9.622077,2.877042,1.359231,1.720278,1.250506,615.856915,6.254927,2454.466853,6.783111,24.19583,6.556711,0.879485,7.757996,268.932397,131.904717,62.250671,12866.59184,27624.30941,3.857631,118.689319,185.390928,1111.368674,0.295775,1.34442,3.650665,33.448534,15.065815,99.535963,1.327666,7.529033,0.385,101.688292,44.22926,3.673805,3.64173,3.921486,61.994255,3.751483,1.359231,11.631301,132.792969,8.381865,0.942078,31.763997,32.559872,6.341069,2.454508,3.673,0.650099,6.317627,20-02-2015
1.274779,0.37701,9.622077,2.8679,1.360375,1.718565,1.2534,615.65,6.2549,2458.699951,6.77895,24.195,6.558815,0.878715,7.7587,267.907,132.4,62.135,12857.1,27628,3.85635,119.035,185.350006,1110.5,0.295545,1.33,3.647,33.299999,15.025175,99.535963,1.328992,7.523625,0.3848,101.7,44.240002,3.66205,3.6415,3.91865,61.766523,3.751,1.360375,11.62667,132.792955,8.38356,0.93814,31.7225,32.55,6.3124,2.4538,3.67295,0.649456,6.3,21-02-2015
